5.84755,0.1624
5.93334,0.1588
6.0328,0.1558
6.1325,0.1578
6.23294,0.155
6.33209,0.1532
6.43217,0.1596
6.5313,0.157
6.63099,0.1582
6.73084,0.1576
6.83032,0.1568
6.93012,0.1608
7.02987,0.1756
7.12929,0.1976
7.22894,0.2212
7.32867,0.243
7.4283,0.26
7.52816,0.277
7.62806,0.2986
7.72771,0.3098
7.82699,0.3024
7.92655,0.2998
8.02635,0.3036
8.12601,0.3076
8.22561,0.2972
8.32521,0.2752
8.42512,0.251
8.52501,0.2326
8.62457,0.2098
8.72412,0.194
8.8236,0.1762
8.92368,0.1582
9.02326,0.1274
9.12276,0.104
9.2226,0.085
9.32204,0.0564
9.42192,0.033
9.52192,0.0542
9.62132,0.0566
9.72085,0.0498
9.82044,0.0508
9.92016,0.0504
10.02,0.062
10.1199,0.0792
10.2192,0.114
10.3188,0.1424
10.4184,0.1576
10.5181,0.159
10.6181,0.1552
10.7178,0.155
10.8172,0.159
10.9172,0.1546
11.0163,0.153
11.1162,0.1554
11.2161,0.151
11.3153,0.1552
11.4151,0.156
11.5146,0.1532
11.6143,0.155
11.7138,0.1578
11.8135,0.1554
11.9132,0.1532
12.013,0.1506
12.1124,0.157
12.2123,0.1566
12.3123,0.156
12.4116,0.1584
12.5112,0.1568
12.6108,0.1594
12.7104,0.1516
12.8103,0.1544
12.9098,0.1562
13.0097,0.153
13.1091,0.1538
13.2087,0.1518
13.3085,0.1528
13.4085,0.153
13.508,0.1544
13.6076,0.1546
13.7073,0.154
13.8069,0.1558
13.9065,0.1578
14.0063,0.154
14.106,0.154
14.2054,0.1566
14.3051,0.1566
14.4047,0.155
14.5048,0.16
14.6044,0.1554
14.7041,0.1558
14.8038,0.1556
14.9034,0.153
15.0031,0.157
15.1023,0.1596
15.2023,0.1562
15.3019,0.1586
15.4019,0.161
15.501,0.1578
15.6012,0.1554
15.7007,0.1594
15.8006,0.1554
15.9001,0.1582
15.9997,0.161
16.0993,0.1618
16.199,0.1624
16.2989,0.1566
16.3984,0.1586
16.498,0.1578
16.5978,0.1562
16.6973,0.1588
16.7974,0.159
16.8967,0.158
16.9964,0.1594
17.0955,0.1624
17.1954,0.1586
17.2949,0.162
17.3947,0.1604
17.4946,0.162
17.5943,0.1582
17.6939,0.1618
17.7936,0.1586
17.8933,0.1608
17.9931,0.1578
18.0924,0.1624
18.1922,0.1584
